trdar_no,trdar_nm,signgu_cd,signgu_nm,link_cnt,minm_txtr,max_txtr,ave_txtr
9763,장성역,46880,장성군,124,3.3,674.5,160.8
9764,장흥군청,46800,장흥군,158,0.8,1323.8,119.5
9765,진도읍,46900,진도군,100,5,418.7,86.2
9766,함평읍,46860,함평군,126,5.3,141.8,57.7
9767,해남군청,46820,해남군,145,47.8,1546.5,545
9768,해남종합버스터미널,46820,해남군,52,109.4,1471.8,556.6
9769,차없는거리,46110,목포시,98,6.3,3817.5,792.8
9770,봉산동 상권,46130,여수시,96,6.1,4175.2,1243.7
9771,여서동,46130,여수시,88,216,4451.4,2011.5
9773,중앙동_1,46130,여수시,48,98.4,5638.4,2017.4
9774,중앙동_2,46130,여수시,34,296.4,5638.4,2452.6
9775,학동상권,46130,여수시,68,152.8,4655.8,1691.3
9776,흥국상가,46130,여수시,50,325.5,4655.8,2298.1
9778,죽림지구,46130,여수시,174,1.7,1801.1,174.8
9779,고흥읍,46770,고흥군,42,13.6,1199.5,370.5
9780,도양읍,46770,고흥군,59,22.7,610.6,124.7
9781,곡성군청,46720,곡성군,52,0.6,16.6,7
9782,광양읍_1,46230,광양시,133,20.1,1076.6,229.9
9783,중마동_2,46230,광양시,227,0.5,1534.5,189.7
9784,중마동_4,46230,광양시,201,8.7,1534.5,294.3
9785,담양여객버스터미널,46710,담양군,141,1.6,710.3,105.9
9786,덕연동,46150,순천시,80,14.7,1787.6,539.1
9787,삼산동,46150,순천시,77,7.4,839.6,350.7
9788,순천만국가정원,46150,순천시,110,2.6,1283.5,202.2
9789,순천시청,46150,순천시,72,7.8,1422.9,424.7
9790,순천역,46150,순천시,49,20.1,1892.7,581
9791,신대지구,46150,순천시,126,1.8,876.7,110.7
9792,왕조1동_2,46150,순천시,156,3.7,3317.3,764.5
9793,왕조1동_3,46150,순천시,68,45.8,1751.3,444.7
9794,왕조2동_2,46150,순천시,92,1.5,1010.3,134.3
9795,중앙동,46150,순천시,38,40,1422.5,617.5
9796,풍덕동,46150,순천시,38,65.8,1749.5,642.4
9797,해룡면,46150,순천시,98,1.2,1084.7,370.2
9798,화순읍,46790,화순군,90,34.6,612.4,234.9
9800,동흥동,50130,서귀포시,169,2,622.8,136.4
9801,중앙동,50130,서귀포시,152,14.1,2697.7,489.7
9802,고마로,50110,제주시,32,335.9,2830.3,1142.2
9803,대학로,50110,제주시,61,14,3928.1,1258.3
9804,연동,50110,제주시,151,50.6,4309.7,918.8
9805,칠성로,50110,제주시,77,28.7,2678.9,810.9
9806,노형동,50110,제주시,268,4.2,1652.5,370.2
9807,무주읍,45730,무주군,44,2.6,180.8,65.1
9808,삼례읍_1,45710,완주군,32,105.2,1682,432.3
9809,삼례읍_2,45710,완주군,32,105.2,1682,396.1
9810,도청앞신시가지,45111,전주시 완산구,227,10.7,4302.3,849.6
9811,삼천3동,45111,전주시 완산구,91,14,2070.3,650.1
9812,서곡지구,45111,전주시 완산구,90,52.5,2238.5,568.3
9813,서신동_1,45111,전주시 완산구,53,177.3,3377.1,1123.6
9814,서신동_2,45111,전주시 완산구,75,64.2,7180.5,1666.3
9815,송천동메가박스,45113,전주시 덕진구,55,35.8,1122.5,391.1
9816,아중고려병원,45113,전주시 덕진구,145,18,3087.7,371.8
9817,전북대학교,45113,전주시 덕진구,30,276.4,8893.5,3362.7
9818,전주시청_1,45111,전주시 완산구,86,132.4,3576.1,1180.4
9819,전주시청_2,45111,전주시 완산구,81,54.2,4450.7,1248.5
9820,전주역,45113,전주시 덕진구,34,262.3,3125.2,1715
9821,중앙동_1,45111,전주시 완산구,94,132.4,4450.7,1210.3
9822,중앙동_2,45111,전주시 완산구,98,115.9,4598.5,1493
9823,중앙동_3,45111,전주시 완산구,100,43.2,4372.3,1260.6
9824,중화산1동,45111,전주시 완산구,100,48.8,3974,1744.5
9825,중화산2동,45111,전주시 완산구,120,30.3,4302.3,802.5
9826,평화2동_1,45111,전주시 완산구,42,132.2,2070.9,740.2
9827,평화2동_2,45111,전주시 완산구,122,18.5,4041.4,698.9
9828,풍남동_1,45111,전주시 완산구,94,35.8,4598.5,1317
9829,풍남동_3,45111,전주시 완산구,60,115.9,4598.5,1499.8
9830,하가지구,45113,전주시 덕진구,182,13.8,1719.9,240.1
9831,아중역앞,45113,전주시 덕진구,358,26.7,2726.5,412
9832,전주농산물도매시장,45113,전주시 덕진구,197,4.6,2070.6,501.5
9833,금동,45190,남원시,92,30.2,2126.8,583.7
9834,남원공용버스터미널,45190,남원시,30,194.6,3574.6,983.5
9835,도통동,45190,남원시,125,4.5,1689.6,254.8
9836,순창공용버스정류장,45770,순창군,104,4.8,313.1,76.8
9837,순창읍_3,45770,순창군,68,1.2,313.1,83.6
9838,남중동_1,45140,익산시,112,1.2,254.6,76.7
9839,모현동,45140,익산시,65,5.2,243.2,100.5
9840,삼성동,45140,익산시,162,0.7,353.5,62.7
9842,신동,45140,익산시,173,3.9,435.5,72.5
9843,영등1동_1,45140,익산시,98,2,279.3,71.4
9845,영등2동_2,45140,익산시,136,7.1,454.6,116.6
9846,영등2동_3,45140,익산시,189,5.7,454.6,84.5
9848,익산역_2,45140,익산시,82,12.6,645.5,177.6
9849,군산대학교,45130,군산시,158,3.3,1919.7,342.5
9850,나운동,45130,군산시,358,9.7,5308.7,908.8
9851,지곡동_2,45130,군산시,116,30.9,5308.7,761.5
9852,지곡동_1,45130,군산시,85,16.4,5308.7,774.5
9853,중앙동_1,45130,군산시,166,22.3,1652.2,507
9854,중앙동_2,45130,군산시,54,107.2,3547,1019.3
9855,수송동롯데마트_1,45130,군산시,126,11.7,3677.7,763.3
9856,수송동롯데마트_2,45130,군산시,374,8.5,3677.7,596.4
9859,고창공용버스터미널_1,45790,고창군,88,44.6,1423,409
9860,고창공용버스터미널_2,45790,고창군,118,0.9,1423,322.2
9861,요촌동,45210,김제시,77,105.9,5055.8,992.6
9862,부안시외버스터미널_1,45800,부안군,142,20,1795.2,519.6
9863,부안시외버스터미널_2,45800,부안군,112,20,1795.2,616.9
9864,수성동_1,45180,정읍시,274,13.8,1902.7,463.9
9865,수성동_2,45180,정읍시,129,42.1,5285.7,1261.3
9866,정읍역,45180,정읍시,122,19,4781.4,804.5
9867,수원버스터미널,41113,수원시 권선구,48,2.9,4565.6,843
9868,수원시청_2,41113,수원시 권선구,66,60.6,2862.2,843.1
9870,경희대학교국제캠퍼스,41117,수원시 영통구,48,91.8,508.9,265.5
9872,망포역_1,41117,수원시 영통구,77,15.9,1296,306.3
9873,망포역_2,41117,수원시 영통구,51,15.9,1296,403.3
9874,아주대삼거리_1,41117,수원시 영통구,23,199.3,2931.1,959.9
9875,영통역_1,41117,수원시 영통구,48,91.8,591.8,260.2
9876,영통역_2,41117,수원시 영통구,40,115.7,733.8,319.5
9877,영통역_5,41117,수원시 영통구,32,96.1,733.8,286.1
9878,영통역_4,41117,수원시 영통구,52,35.5,759.7,327.7
9879,광교,41117,수원시 영통구,64,63.6,2077.6,438.7
9880,샘내공원삼거리,41111,수원시 장안구,46,17.2,839.3,194.9
9881,성균관대자연과학캠퍼스,41111,수원시 장안구,66,10.2,1854.3,376.3
9882,장안구청,41111,수원시 장안구,18,301,2554.7,979.3
9883,장안문로터리_1,41111,수원시 장안구,28,187.4,1719.9,1009.6
9884,장안문로터리_2,41111,수원시 장안구,20,761.2,1719.9,1179.2
9885,정자3동주민센터,41111,수원시 장안구,50,20.7,683.6,214.4
9886,못골종합시장_1,41115,수원시 팔달구,17,285.3,1893.1,856.4
9887,못골종합시장_2,41115,수원시 팔달구,26,122.1,1893.1,799.4
9888,수원시청_1,41115,수원시 팔달구,72,60.6,2862.2,727.1
9889,수원시청_3,41115,수원시 팔달구,47,178.5,3736.2,1152.7
9890,수원시청_4,41115,수원시 팔달구,71,83,4474.9,1327.7
9891,수원역,41115,수원시 팔달구,56,26.8,3261.5,1407.2
9893,아주대삼거리_2,41117,수원시 영통구,28,199.3,2931.1,1058
9894,아주대삼거리_3,41117,수원시 영통구,34,199.3,2931.1,944.3
9895,팔달문로터리_1,41115,수원시 팔달구,48,34.6,2329.7,831
9896,팔달문로터리_2,41115,수원시 팔달구,39,20.5,2329.7,806.1
9897,팔달문로터리_3,41115,수원시 팔달구,62,1.2,2329.7,722.8
9898,강남대,41463,용인시 기흥구,0,0,0,0
9899,구갈공원,41463,용인시 기흥구,0,0,0,0
9900,신갈오거리,41463,용인시 기흥구,0,0,0,0
9901,죽전역,41465,용인시 수지구,0,0,0,0
9902,죽전카페거리,41463,용인시 기흥구,0,0,0,0
9903,쥬네브썬월드,41463,용인시 기흥구,0,0,0,0
9904,흥덕초등학교앞,41463,용인시 기흥구,1,67.4,67.4,67.4
9905,수지구청_1,41465,용인시 수지구,0,0,0,0
9906,수지구청_2,41465,용인시 수지구,0,0,0,0
9907,수지구청_3,41465,용인시 수지구,0,0,0,0
9908,용인사거리_1,41461,용인시 처인구,0,0,0,0
9909,용인사거리_2,41461,용인시 처인구,0,0,0,0
9910,상현역,41465,용인시 수지구,10,172.3,662.6,463.4
9911,안성시장,41550,안성시,117,1.1,773.5,149.3
9912,서정리역,41220,평택시,40,45.1,841.2,431.2
9913,소사벌지구,41220,평택시,113,1.9,499.4,128.7
9914,송탄국제중앙시장,41220,평택시,68,3.8,762.5,268.2
9915,송탄출장소앞,41220,평택시,42,64.5,936.1,413.1
9916,안중시장삼거리,41220,평택시,91,3.5,559.3,93.2
9917,평택시청_1,41220,평택시,70,1.3,344.6,92.5
9918,평택시청_2,41220,평택시,115,1.4,434.7,88.4
9919,평택역_1,41220,평택시,76,54.9,1470.6,507.9
9920,평택역_2,41220,평택시,84,1.8,1470.6,408.2
9921,평택역_3,41220,평택시,82,50.3,1349.1,361.3
9922,포승도곡근린공원,41220,평택시,162,0.4,144.9,14
9923,공도읍_1,41550,안성시,99,2,390.9,83.1
9924,오산시청,41370,오산시,59,12.4,559.2,190.6
9925,오산역,41370,오산시,72,10.8,565.1,206.9
9926,동탄센트럴파크_1,41590,화성시,70,53.7,2480.2,371.4
9927,동탄센트럴파크_2,41590,화성시,276,0.3,2480.2,76.8
9928,반월동상점가,41117,수원시 영통구,103,6,687.4,176.1
9929,발안사거리,41590,화성시,104,0.4,287.4,92.9
9930,병점중심상가,41590,화성시,392,0.6,709.7,76.8
9931,조암버스터미널,41590,화성시,90,1.1,194.8,28.4
9932,향남신도시,41590,화성시,75,6.3,258,48.9
9934,수원대앞,41590,화성시,62,7.6,394.3,128
9935,남양시장,41590,화성시,92,0.3,306.3,56.5
9936,사강시장,41590,화성시,46,5.2,176.2,56.1
9937,오산오색시장,41370,오산시,18,115.1,804.6,363.1
9938,병점역,41590,화성시,225,0.6,1978.9,174.4
9939,광명사거리역,41210,광명시,18,43.5,1994.4,1046.3
9940,철산역,41210,광명시,43,7.2,1767.9,497.6
9941,하안사거리,41210,광명시,38,20.6,661,302.6
9942,비둘기공원앞,41390,시흥시,131,0.9,343.1,94.8
9943,삼미시장,41390,시흥시,78,9.1,906.2,193.8
9944,시흥시평생학습센터앞,41390,시흥시,88,4.4,225,73.6
9945,오이도해양단지,41390,시흥시,324,1.9,400.6,37.4
9946,유천아파트앞,41390,시흥시,94,6.9,595.4,133.4
9947,유통상가사거리,41390,시흥시,58,3.8,276.9,57.1
9948,이마트시화점사거리,41390,시흥시,150,21.6,770.4,174.5
9949,정왕동옥구상가,41390,시흥시,92,14.2,487.7,117.5
9950,정왕시장,41390,시흥시,53,55,523.6,232.7
9951,소화상업지구,41210,광명시,46,20.7,1081.4,199.8
9952,곤지암시외버스터미널,41610,광주시,84,0.6,99.5,29.4
9953,광주종합터미널,41610,광주시,303,1.4,953.1,155.7
9954,미금역_1,41135,성남시 분당구,64,11.2,1080.9,247.1
9955,미금역_2,41135,성남시 분당구,64,11.2,1314.9,306.6
9956,미금역_3,41135,성남시 분당구,47,11.2,1080.9,331
9957,미금역_4,41135,성남시 분당구,54,23.8,1314.9,359.9
9958,서현역,41135,성남시 분당구,149,15.3,2043.8,398.7
9959,수내역,41135,성남시 분당구,92,7,2521.1,459.5
9960,야탑역_1,41135,성남시 분당구,102,26.3,1331.2,463.8
9961,야탑역_2,41135,성남시 분당구,96,19.9,1331.2,455.2
9962,오리역_1,41135,성남시 분당구,58,23.3,661.5,204.5
9963,오리역_2,41135,성남시 분당구,52,6.1,661.5,171.8
9964,정자역,41135,성남시 분당구,72,62.8,1558.2,404.7
9965,카페거리,41135,성남시 분당구,50,18.4,1558.2,325.2
9966,판교테크벨리,41135,성남시 분당구,74,37.5,3645.7,511
9967,성남시민회관앞,41131,성남시 수정구,26,748.6,3636.2,1676.1
9968,신흥역_1,41133,성남시 중원구,12,355.6,3636.2,1699.2
9969,신흥역_2,41131,성남시 수정구,5,874.4,3209.3,1803.7
9970,모란역_1,41133,성남시 중원구,42,10.3,3427.5,1312.1
9971,모란역_2,41133,성남시 중원구,43,10.3,3427.5,1286.4
9972,양평역_1,41830,양평군,46,25.1,1548.1,350.7
9973,양평역_2,41830,양평군,58,8,1548.1,297.8
9974,양평역_3,41830,양평군,70,12,1548.1,295.9
9975,용문역,41830,양평군,70,9.3,173.9,53.8
9976,여주군청,41670,여주시,52,4.9,348.7,120.3
9977,여주군청_2,41670,여주시,137,1.7,348.7,86.2
9978,이천종합터미널_1,41500,이천시,85,6.8,1520.1,420.3
9979,이천종합터미널_2,41500,이천시,82,5.1,1520.1,389.1
9980,이천종합터미널_4,41500,이천시,40,4.1,784.6,215.8
9981,이천종합터미널_5,41500,이천시,45,4.1,784.6,287.7
9982,장호원버스터미널,41500,이천시,83,5.5,535.6,112.7
9983,신장시장,41450,하남시,40,33.9,613.9,156.6
9984,판교역,41135,성남시 분당구,88,39.4,3645.7,510.5
9985,가평읍,41820,가평군,168,1.8,269.6,60.7
9986,가평터미널,41820,가평군,116,1.7,287,63.4
9987,청평시외버스터미널,41820,가평군,74,1.6,158.4,39.5
9988,돌다리사거리_1,41310,구리시,45,3,2313.1,754.2
9989,돌다리사거리_2,41310,구리시,38,3,2313.1,774.9
9990,돌다리사거리_3,41310,구리시,40,3,2313.1,636.1
9991,돌다리사거리_4,41310,구리시,35,3,2313.1,611.9
9992,구리등기소,41310,구리시,40,1.7,903.2,244.7
9993,덕소초등학교앞,41360,남양주시,42,2.9,352.3,133.5
9994,마석역,41360,남양주시,64,52.2,649,265.6
9995,심석고등학교,41360,남양주시,192,0.6,636.2,111.3
9996,장현초등학교,41360,남양주시,43,39.4,547.6,265
9997,평내동주민센터,41360,남양주시,91,1.2,841.8,105.1
9998,평내호평역,41360,남양주시,188,0.2,846.7,128.4
9999,중앙시장,41250,동두천시,34,40.6,2474.8,789.9
